country,sku,feature,importance,coefficient
AT,SKU_001,group_1_demand_lag_7,0.0013892797610541064,0.018418972084710432
AT,SKU_001,group_1_website_traffic_mov_28,0.0012652288416112067,0.0005962071477695844
AT,SKU_001,day_of_month,0.0008145833409821318,0.0049556173060304465
AT,SKU_001,month,0.0008140623907134508,-0.01296283532263972
AT,SKU_001,group_2_conversion_rate_mov_3,0.0006398205185241794,-16.699122789459224
AT,SKU_001,group_2_conversion_rate_lag_1,0.0005216679792405586,-7.650952976190176
AT,SKU_001,group_2_conversion_rate_emov_3,0.00047701722180069927,-12.218609313992639
AT,SKU_001,group_2_conversion_rate_emov_7,0.000289665143459583,-10.890836100697788
AT,SKU_001,group_2_conversion_rate_mov_7,0.00027576843966048843,-10.160863675211647
AT,SKU_001,group_2_conversion_rate_emov_14,0.00014955495237031503,-7.605555347435775
AT,SKU_001,group_2_conversion_rate_mov_14,7.597340972164653e-05,-3.7717701080384654
AT,SKU_002,group_1_demand_emov_7,0.12575628980550646,-6.711893319403908
AT,SKU_002,group_2_add_to_carts_emov_3,0.10599188137542122,-0.15604699641928307
AT,SKU_002,group_1_demand_emov_3,0.08182702472585329,2.852283087216412
AT,SKU_002,group_1_website_traffic_emov_7,0.07557124357148845,0.022439521017910732
AT,SKU_002,group_1_demand_emov_14,0.06731563979864051,4.983047714585681
AT,SKU_002,group_2_add_to_carts_emov_7,0.06464496135716515,0.13953093400976146
AT,SKU_002,group_1_website_traffic_emov_14,0.05220713859400873,-0.023178870793453155
AT,SKU_002,group_1_website_traffic_mov_3,0.04597200196042503,-0.008166852041216392
AT,SKU_002,group_2_add_to_carts_lag_1,0.044392381726250915,0.03717060299217344
AT,SKU_002,group_2_add_to_carts_mov_3,0.03610187579485781,0.05420222062705204
AT,SKU_002,group_1_website_traffic_emov_28,0.03185977303059316,0.021147053392902626
AT,SKU_002,group_1_website_traffic_lag_1,0.026924883130066465,-0.002628210755122008
AT,SKU_002,group_1_website_traffic_emov_3,0.025196464778989514,0.0044888402680289905
AT,SKU_002,conversion_rate,0.023376277570325527,511.93282262996007
AT,SKU_002,group_2_add_to_carts_emov_14,0.022791117803929967,-0.06543390526922614
AT,SKU_002,group_1_website_traffic_mov_7,0.02061166681239048,-0.006958289589212753
AT,SKU_002,group_1_demand_lag_1,0.018382078892118153,-0.37249291708080917
AT,SKU_002,group_2_add_to_carts_lag_3,0.017607488253672376,-0.014691139977604848
AT,SKU_002,website_traffic,0.016132046975396407,0.0015732806317675947
AT,SKU_002,group_1_website_traffic_lag_3,0.01342037298500391,0.0013106438779671018
AT,SKU_002,group_1_demand_emov_28,0.01264918928168938,-1.2865097950332047
AT,SKU_002,group_2_add_to_carts_mov_7,0.010938601448504729,0.023554878524567516
AT,SKU_002,is_weekend,0.00927472846565198,-1.6463182531541205
AT,SKU_002,is_holiday,0.00920002492682416,3.298615346874536
AT,SKU_002,group_1_demand_lag_3,0.0073500875650990135,0.14882464536969364
AT,SKU_002,group_2_add_to_carts_mov_14,0.005839069936755258,-0.016503461594443568
AT,SKU_002,group_1_demand_mov_14,0.004642875218880344,0.3482504202496398
AT,SKU_002,group_1_demand_mov_7,0.00406193549041832,0.22041975250840184
AT,SKU_002,group_1_website_traffic_mov_28,0.003226952256402199,-0.0022738605009085923
AT,SKU_002,group_1_demand_mov_28,0.0031262688199503756,-0.3054794455765347
AT,SKU_002,add_to_carts,0.0023838381834670164,-0.001997011199314006
AT,SKU_002,group_1_demand_mov_3,0.0019895053732280525,-0.0691222132547642
AT,SKU_002,group_1_website_traffic_mov_14,0.001784317203889196,-0.0008255650721528784
AT,SKU_002,month,0.0015392781582623243,-0.0366524156090564
AT,SKU_002,group_1_website_traffic_lag_7,0.0014642026702724109,0.0001433917522220522
AT,SKU_002,group_2_conversion_rate_lag_1,0.0011115635509626634,-24.378042675985366
AT,SKU_002,group_1_demand_lag_7,0.0010317761249500935,-0.02093557364659477
AT,SKU_002,group_2_conversion_rate_emov_3,0.000554984171725547,-21.257466320845374
AT,SKU_002,day_of_week,0.000544932569818528,-0.021843008633882357
AT,SKU_002,group_2_conversion_rate_mov_3,0.0003931580018054931,-15.344254618724023
AT,SKU_002,group_2_conversion_rate_emov_7,0.00028200837069339985,-15.85493579764767
AT,SKU_002,group_2_conversion_rate_mov_7,0.0002696837775557652,-14.858811331998691
AT,SKU_002,group_2_conversion_rate_emov_14,0.00014108798495932385,-10.705311051942003
AT,SKU_002,group_2_conversion_rate_mov_14,4.659388701948375e-05,-3.4590410903457247
AT,SKU_002,group_2_conversion_rate_lag_3,4.4466476195434936e-05,0.9743540449554544
AT,SKU_002,day_of_month,2.6261142915758747e-05,-0.00023890159135411815
AT,SKU_003,group_1_website_traffic_emov_7,0.13652791701688002,0.03357506821444689
AT,SKU_003,group_1_demand_emov_3,0.13534057764518534,4.0295437672057
AT,SKU_003,group_1_website_traffic_emov_3,0.09613565159583261,-0.014184611348081001
AT,SKU_003,group_1_demand_mov_3,0.0681137753442202,-2.052231243283959
AT,SKU_003,group_2_add_to_carts_emov_3,0.0654158359581468,0.07976348747275322
AT,SKU_003,group_1_demand_lag_1,0.05769626414272545,-0.9778676975042058
AT,SKU_003,group_1_website_traffic_emov_14,0.049123252818177185,-0.018062918674845142
AT,SKU_003,group_1_demand_emov_7,0.03128028980331684,-1.4226724732223703
AT,SKU_003,group_2_add_to_carts_mov_3,0.029590017087771713,-0.036793487408392
AT,SKU_003,group_1_website_traffic_mov_7,0.028767649616319068,-0.008043261562870309
AT,SKU_003,group_2_add_to_carts_emov_14,0.0283157760716039,-0.06732930164960765
AT,SKU_003,conversion_rate,0.025204742825107745,457.14957054288817
AT,SKU_003,group_1_website_traffic_emov_28,0.024658310399943147,0.013555293495040038
AT,SKU_003,group_1_demand_lag_3,0.022523306048510643,0.3818878966901597
AT,SKU_003,group_2_add_to_carts_lag_1,0.020369731702083626,-0.014125859901700039
AT,SKU_003,group_1_demand_emov_28,0.019918841778106575,-1.834579541297206
AT,SKU_003,website_traffic,0.01579061487116803,0.0012754228264418987
AT,SKU_003,group_1_website_traffic_lag_1,0.01451440064992545,0.0011733940834986036
AT,SKU_003,is_weekend,0.012975571978150023,-1.9075570109974607
AT,SKU_003,group_1_demand_mov_14,0.011211174842766162,0.7156547796385865
AT,SKU_003,group_2_add_to_carts_emov_7,0.011052915370000067,-0.019758368990961644
AT,SKU_003,group_1_website_traffic_mov_14,0.010952228383641741,-0.004196818280850495
AT,SKU_003,group_2_add_to_carts_lag_3,0.010609008223867244,0.007331136422811706
AT,SKU_003,group_1_demand_mov_28,0.009565820230200802,0.8771080737890474
AT,SKU_003,group_2_add_to_carts_mov_14,0.00908211775503993,0.021259689833548673
AT,SKU_003,group_2_add_to_carts_mov_7,0.008386555822024477,0.014956884423118443
AT,SKU_003,group_1_website_traffic_lag_7,0.007384370967581439,0.0005989284030490135
AT,SKU_003,is_holiday,0.007329021449298094,2.1763417309706345
AT,SKU_003,group_1_demand_mov_7,0.005898932325037608,-0.27062470513505893
AT,SKU_003,group_1_demand_emov_14,0.00393722722224149,0.2526119837528429
AT,SKU_003,group_1_website_traffic_mov_28,0.003759505158058426,-0.002194019021553189
AT,SKU_003,day_of_week,0.0037409126759393686,-0.12418973145458811
AT,SKU_003,group_2_conversion_rate_lag_3,0.003567992288153417,64.75098966863229
AT,SKU_003,month,0.0034951929958426343,0.06892790563155755
AT,SKU_003,day_of_month,0.0021552396330053007,-0.016238256976979813
AT,SKU_003,add_to_carts,0.0017597005858768424,-0.0012209023592366982
AT,SKU_003,group_1_website_traffic_mov_3,0.0011877275105587244,-0.00017474972969360293
AT,SKU_003,group_1_website_traffic_lag_3,0.0010158765476962705,-8.216738720990863e-05
AT,SKU_003,group_1_demand_lag_7,0.0005412546062740978,0.009272031897990762
AT,SKU_003,group_2_conversion_rate_mov_3,0.0005145821272974007,16.633046479665456
AT,SKU_003,group_2_conversion_rate_lag_1,0.0002801896131855824,-5.0892641515121895
AT,SKU_003,group_2_conversion_rate_mov_14,9.563269837869561e-05,5.879922671855222
AT,SKU_003,group_2_conversion_rate_emov_7,7.144018462960142e-05,3.3264690141138313
AT,SKU_003,group_2_conversion_rate_mov_7,6.288348240639944e-05,2.8694869607279303
AT,SKU_003,group_2_conversion_rate_emov_14,4.046114407535639e-05,2.542645675047671
AT,SKU_003,group_2_conversion_rate_emov_3,3.950880374880604e-05,1.2533235743701567
AT,SKU_004,group_1_website_traffic_emov_3,0.1774363467154446,-0.012958563299843016
AT,SKU_004,group_1_website_traffic_emov_7,0.13039601563895634,0.015872343789194547
AT,SKU_004,group_2_add_to_carts_emov_3,0.0943682959041681,0.056954579798368134
AT,SKU_004,group_2_add_to_carts_emov_7,0.0905555372030617,-0.08012546429286382
AT,SKU_004,group_1_website_traffic_lag_1,0.05978886476810631,0.0023924694193012703
AT,SKU_004,group_1_website_traffic_mov_3,0.05601698817893426,0.004079441901221718
AT,SKU_004,group_1_website_traffic_emov_14,0.05212759377668561,-0.009487456304082724
AT,SKU_004,group_2_add_to_carts_emov_14,0.05186433625288529,0.06104157992927444
AT,SKU_004,group_1_demand_emov_7,0.05050400987294341,4.076372453602123
AT,SKU_004,group_1_demand_emov_3,0.038015962247725084,-1.9852618347991475
AT,SKU_004,group_2_add_to_carts_lag_1,0.03261535505640356,-0.011195229408706943
AT,SKU_004,group_2_add_to_carts_mov_3,0.02833661102712573,-0.017440339998839538
AT,SKU_004,group_1_website_traffic_lag_3,0.021761092910564786,-0.0008712053765561698
AT,SKU_004,group_1_demand_emov_14,0.013760650170366396,-1.587959882912115
AT,SKU_004,group_1_demand_lag_1,0.010251290355987474,0.3025603255181363
AT,SKU_004,group_2_add_to_carts_lag_3,0.008993668932862232,0.003076201025850058
AT,SKU_004,group_1_demand_mov_7,0.008648587947363515,-0.7050240558397683
AT,SKU_004,group_2_add_to_carts_mov_14,0.0075468976161732655,-0.00874418937613049
AT,SKU_004,is_weekend,0.006915213823621354,-0.503196868337399
AT,SKU_004,group_1_demand_mov_14,0.006469619612801885,-0.7443624325470265
AT,SKU_004,group_1_demand_emov_28,0.006150408988649747,0.9034873385075708
AT,SKU_004,day_of_week,0.006144230790482444,0.10096176600829965
AT,SKU_004,website_traffic,0.0048693625490375874,0.0001946742705473622
AT,SKU_004,group_1_website_traffic_mov_7,0.004684208082579148,-0.0006482541287049844
AT,SKU_004,group_1_demand_lag_3,0.004303293293978215,-0.1268721683674
AT,SKU_004,group_2_add_to_carts_mov_7,0.0035231492433395258,0.003110067659041637
AT,SKU_004,is_holiday,0.00351120281317677,0.5160815266187199
AT,SKU_004,group_1_website_traffic_mov_28,0.0032969139125247683,0.0009523544413436371
AT,SKU_004,add_to_carts,0.002781857982444253,0.0009553409856413219
AT,SKU_004,conversion_rate,0.002759533454815444,24.773821836138367
AT,SKU_004,group_1_demand_mov_3,0.001937190443867022,-0.1015426328375788
AT,SKU_004,group_1_website_traffic_emov_28,0.0018096109441036897,0.0004923932887903954
AT,SKU_004,group_1_website_traffic_lag_7,0.0016710597857091938,-6.708643158891416e-05
AT,SKU_004,group_1_demand_mov_28,0.001378889097512377,-0.22864075490199823
AT,SKU_004,group_2_conversion_rate_lag_3,0.0011711020066086288,10.519583121361435
AT,SKU_004,group_2_conversion_rate_lag_1,0.0011063045485222311,9.946240587596765
AT,SKU_004,month,0.0008483751074548952,-0.008281197442554424
AT,SKU_004,group_2_conversion_rate_mov_3,0.0004679019250925145,7.486058833604179
AT,SKU_004,group_2_conversion_rate_emov_3,0.00042070616049446783,6.605862059192347
AT,SKU_004,group_1_website_traffic_mov_14,0.0002674397075306702,5.07253278923881e-05
AT,SKU_004,group_2_conversion_rate_emov_7,0.00017499628438763103,4.033211924562465
AT,SKU_004,group_2_conversion_rate_mov_7,0.00011536687301133828,2.6057340820560624
AT,SKU_004,day_of_month,9.55371910519964e-05,-0.0003562850621956856
AT,SKU_004,group_2_conversion_rate_emov_14,7.581753312034573e-05,2.3582977466287858
AT,SKU_004,group_2_conversion_rate_mov_14,5.4848923657109084e-05,1.6692239791195584
AT,SKU_004,group_1_demand_lag_7,7.754344666984329e-06,0.00022897127147166775
AT,SKU_005,group_1_website_traffic_emov_7,0.12063876984140161,-0.004408704287876404
AT,SKU_005,group_1_demand_emov_3,0.10588020907628705,3.188949058789842
AT,SKU_005,group_1_demand_emov_7,0.09897243025379161,-4.609375223131367
AT,SKU_005,group_1_website_traffic_emov_14,0.0915791085089959,0.005004098519492763
AT,SKU_005,group_1_demand_emov_14,0.07645578544628842,4.900742277329234
AT,SKU_005,group_2_add_to_carts_emov_3,0.07304117964225658,-0.013234808065098162
AT,SKU_005,group_2_add_to_carts_emov_7,0.06781688240803639,0.018015266801449985
AT,SKU_005,group_1_demand_mov_3,0.045932470225008654,-1.385842450161425
AT,SKU_005,group_1_website_traffic_emov_3,0.04446045976828627,0.0009748449500993029
AT,SKU_005,group_1_website_traffic_emov_28,0.035913250090823745,-0.002933789501595893
AT,SKU_005,group_1_demand_lag_1,0.031200909574314213,-0.5345744051557353
AT,SKU_005,group_2_add_to_carts_emov_14,0.022184348175736154,-0.007838824543718339
AT,SKU_005,group_1_demand_mov_14,0.020640717805860832,-1.3593006368209313
AT,SKU_005,group_2_add_to_carts_mov_3,0.015960510073670522,0.0029491790121440407
AT,SKU_005,group_1_demand_lag_3,0.015469746006352196,0.2650477304053981
AT,SKU_005,conversion_rate,0.013129410755187285,35.38750236296572
AT,SKU_005,group_1_website_traffic_mov_3,0.012666081512218758,0.0002769303825555532
AT,SKU_005,group_2_add_to_carts_lag_1,0.011096359677977521,0.0011435067740899986
AT,SKU_005,group_1_website_traffic_mov_7,0.010840610561977366,0.0004504122409021294
AT,SKU_005,group_2_conversion_rate_lag_1,0.008762616862627477,23.651866255182316
AT,SKU_005,group_2_add_to_carts_mov_7,0.008597956404396045,-0.002278669632858522
AT,SKU_005,group_1_website_traffic_mov_28,0.008246744801387559,0.0007151891036354424
AT,SKU_005,group_1_demand_mov_7,0.0077134969607481115,-0.36633575948949626
AT,SKU_005,month,0.006547009375232218,0.019186489237684748
AT,SKU_005,group_2_add_to_carts_mov_14,0.006312072012117986,0.002195686698092676
AT,SKU_005,add_to_carts,0.0060617576198994825,-0.0006249846510187764
AT,SKU_005,is_weekend,0.005343124299107867,-0.11672796738914681
AT,SKU_005,group_2_conversion_rate_lag_3,0.005320549469102356,-14.348536915518325
AT,SKU_005,website_traffic,0.003238073068025453,3.886605122974321e-05
AT,SKU_005,group_1_website_traffic_lag_3,0.003099784459879723,-3.7257925492183744e-05
AT,SKU_005,group_2_conversion_rate_emov_3,0.0021410643413726544,10.09317206718459
AT,SKU_005,group_1_demand_mov_28,0.0021155769490948007,-0.18282435215291598
AT,SKU_005,group_1_website_traffic_mov_14,0.001994410065860627,0.00011356925090414385
AT,SKU_005,group_1_demand_lag_7,0.0018825145647135412,0.032288744063860245
AT,SKU_005,is_holiday,0.0017462032874911307,0.0770556571766142
AT,SKU_005,group_1_website_traffic_lag_7,0.0017253526282855092,-2.0795429907761354e-05
AT,SKU_005,day_of_week,0.0012373805919679722,0.006104358730586051
AT,SKU_005,group_1_website_traffic_lag_1,0.0009466467807828148,1.1372642301182509e-05
AT,SKU_005,group_2_conversion_rate_mov_3,0.0007101766316055999,3.4112387081656053
AT,SKU_005,group_1_demand_emov_28,0.0006864289034423587,0.05850302374448302
AT,SKU_005,group_2_conversion_rate_emov_7,0.0005507565373404239,3.81091449947715
AT,SKU_005,group_2_add_to_carts_lag_3,0.00046316105140244406,4.7561678899761496e-05
AT,SKU_005,day_of_month,0.0002659538716687755,-0.00029776852697820187
AT,SKU_005,group_2_conversion_rate_emov_14,0.00017499662122480482,1.6342029094416328
AT,SKU_005,group_2_conversion_rate_mov_7,0.0001344825009465775,0.911931208348074
AT,SKU_005,group_2_conversion_rate_mov_14,0.00010246993580456257,0.9362466979002388
AT,SKU_006,group_1_website_traffic_emov_3,0.16193215429919725,0.011376176652106617
AT,SKU_006,group_1_website_traffic_emov_7,0.14325419585537363,-0.01677386168465671
AT,SKU_006,group_1_demand_emov_14,0.07925381289348603,-3.3070420449133926
AT,SKU_006,group_1_website_traffic_emov_14,0.07613894194344262,0.013330238326094087
AT,SKU_006,group_1_website_traffic_lag_1,0.06265024271171359,-0.0024115585575617752
AT,SKU_006,group_1_website_traffic_mov_3,0.049717116852413736,-0.0034828590520114364
AT,SKU_006,group_2_add_to_carts_emov_7,0.04777196669687837,-0.040660960639355696
AT,SKU_006,group_1_demand_emov_7,0.04214923203380029,1.2867894087779859
AT,SKU_006,group_2_add_to_carts_lag_1,0.024006501748788718,0.007926632649413744
AT,SKU_006,group_2_add_to_carts_emov_14,0.023586805430849695,0.026703920865204244
AT,SKU_006,group_1_website_traffic_lag_3,0.023381071975623134,0.0009004367852570728
AT,SKU_006,conversion_rate,0.021650656301189914,186.97234648196917
AT,SKU_006,website_traffic,0.019139529295050722,0.0007360658413708328
AT,SKU_006,is_holiday,0.018263478982850134,2.5822297073822416
AT,SKU_006,group_1_demand_mov_28,0.01795904345562404,0.9881751581077123
AT,SKU_006,group_1_demand_mov_7,0.015210771591088268,0.4823130115052783
AT,SKU_006,group_1_website_traffic_mov_7,0.014164544334793501,0.0018856482683737893
AT,SKU_006,add_to_carts,0.013777462819837931,0.004551365037835876
AT,SKU_006,is_weekend,0.013067941812963597,-0.9147206310693319
AT,SKU_006,group_2_add_to_carts_mov_3,0.012990813353453068,0.007691168884367943
AT,SKU_006,group_1_website_traffic_mov_14,0.010535911975580278,-0.0019222951675060614
AT,SKU_006,day_of_week,0.009578717310558548,0.151406925572052
AT,SKU_006,group_1_demand_emov_28,0.009300233194674167,0.48534082315771687
AT,SKU_006,group_1_demand_lag_1,0.00909618040429897,0.09946944600162788
AT,SKU_006,group_1_website_traffic_mov_28,0.008022184573220887,-0.0022291157501100663
AT,SKU_006,group_2_add_to_carts_emov_3,0.0068842231047007325,-0.003996745016865078
AT,SKU_006,day_of_month,0.006755570120482611,0.024234614649437016
AT,SKU_006,group_1_demand_mov_14,0.006643562823974099,0.2814402596311148
AT,SKU_006,group_1_demand_mov_3,0.006572947285782046,-0.13330474612455503
AT,SKU_006,group_1_demand_emov_3,0.006283891053338705,-0.12398683304608343
AT,SKU_006,group_2_conversion_rate_lag_1,0.0060199139349827084,-52.06231921008339
AT,SKU_006,group_2_add_to_carts_mov_7,0.004936992953491691,0.004192279892472981
AT,SKU_006,group_2_conversion_rate_lag_3,0.0044486232918649424,38.439559486726836
AT,SKU_006,month,0.003913910733947622,-0.03675065676151752
AT,SKU_006,group_2_add_to_carts_lag_3,0.0037738127227595077,-0.0012416726825130405
AT,SKU_006,group_1_demand_lag_7,0.0036751317345637387,0.040599944583483205
AT,SKU_006,group_1_demand_lag_3,0.003660856459495805,0.04003709211747594
AT,SKU_006,group_2_add_to_carts_mov_14,0.003545441287087082,0.003951576194951576
AT,SKU_006,group_1_website_traffic_emov_28,0.0028629689463054537,-0.000749363463448913
AT,SKU_006,group_2_conversion_rate_emov_3,0.001649117650988943,-24.908709946907628
AT,SKU_006,group_2_conversion_rate_emov_7,0.0005305242976849738,-11.761872309542543
AT,SKU_006,group_2_conversion_rate_mov_3,0.0004987559077227417,-7.676008077173136
AT,SKU_006,group_2_conversion_rate_mov_7,0.0003146834742145299,-6.837099096270226
AT,SKU_006,group_2_conversion_rate_emov_14,0.00021123063067150582,-6.320258600538225
AT,SKU_006,group_1_website_traffic_lag_7,0.00013157555655808002,-5.081206977598215e-06
AT,SKU_006,group_2_conversion_rate_mov_14,8.675418263135137e-05,-2.5397203216108934
AT,SKU_007,group_1_website_traffic_emov_3,0.15012646645673905,0.01836487050619064
AT,SKU_007,group_1_website_traffic_emov_7,0.12035458018631837,-0.024538934583246633
AT,SKU_007,group_1_demand_emov_3,0.11196930708153409,-4.076137821885529
AT,SKU_007,group_1_demand_emov_7,0.08650731348148345,4.848267986929519
AT,SKU_007,group_1_website_traffic_emov_14,0.060403530935177745,0.018414535870871263
AT,SKU_007,group_1_website_traffic_mov_3,0.05260637716894288,-0.006417054566878586
AT,SKU_007,group_1_website_traffic_lag_1,0.04770641922601437,-0.003197564020251572
AT,SKU_007,group_2_add_to_carts_emov_3,0.041672976530204235,-0.04212824826985827
AT,SKU_007,group_1_demand_lag_1,0.036523462893074836,0.7537347386625557
AT,SKU_007,group_1_demand_mov_3,0.03356990248282461,1.2266696789152443
AT,SKU_007,group_1_website_traffic_lag_3,0.024117416223858608,0.0016172865048245826
AT,SKU_007,group_1_demand_emov_14,0.022413715191670614,-1.749802170876746
AT,SKU_007,group_2_add_to_carts_mov_3,0.02018453418765612,0.02080856398207942
AT,SKU_007,group_1_demand_lag_3,0.013038181586574736,-0.26851342672992917
AT,SKU_007,group_2_add_to_carts_lag_3,0.012614619738975657,-0.007227170820801071
AT,SKU_007,group_2_add_to_carts_lag_1,0.01221609778177969,0.007023599307538996
AT,SKU_007,group_1_demand_mov_7,0.01186873540721163,-0.6891945399595291
AT,SKU_007,group_1_demand_emov_28,0.011638962699578188,-1.2980037044314403
AT,SKU_007,conversion_rate,0.010629985325125615,159.84768528306407
AT,SKU_007,group_1_website_traffic_mov_14,0.00980712671794402,-0.0031157105263731376
AT,SKU_007,is_weekend,0.00971548091128539,-1.1841670142853995
AT,SKU_007,group_2_add_to_carts_mov_7,0.009207473458059424,-0.013614309282288423
AT,SKU_007,add_to_carts,0.00852441617653606,0.004903480358609554
AT,SKU_007,group_2_add_to_carts_emov_14,0.008491888084247856,0.016740851492808427
AT,SKU_007,group_2_add_to_carts_emov_7,0.00846960360213737,0.012552637084226739
AT,SKU_007,is_holiday,0.00812270140117104,1.9997662130777267
AT,SKU_007,group_1_website_traffic_mov_7,0.0076589833640444875,0.0017754014851922588
AT,SKU_007,website_traffic,0.006778036371659128,0.00045389633929396187
AT,SKU_007,group_1_website_traffic_mov_28,0.006377709109425286,-0.0030858303886227784
AT,SKU_007,group_2_conversion_rate_lag_1,0.004309749795262498,64.90119003246961
AT,SKU_007,group_2_conversion_rate_lag_3,0.004163392917582652,62.642278190842546
AT,SKU_007,month,0.0038580517457969567,-0.06307969876833398
AT,SKU_007,group_1_demand_mov_14,0.0037880598635505196,0.2925621826558984
AT,SKU_007,group_1_demand_lag_7,0.0037327015939861772,0.0769176103907365
AT,SKU_007,group_1_website_traffic_emov_28,0.0036287421414992814,0.0016538623456407375
AT,SKU_007,group_2_add_to_carts_mov_14,0.003488773859659285,0.0067708042233959875
AT,SKU_007,group_1_website_traffic_lag_7,0.0018291346762149775,-0.00012299989118011613
AT,SKU_007,group_2_conversion_rate_mov_3,0.0016927940172232051,45.36478528787233
AT,SKU_007,group_2_conversion_rate_emov_3,0.0015751110272036323,41.42649034941503
AT,SKU_007,day_of_month,0.0014091741789412902,0.008802502623370683
AT,SKU_007,day_of_week,0.000964836445016744,0.02655580423005683
AT,SKU_007,group_1_demand_mov_28,0.0007033849161260612,0.0743247465636463
AT,SKU_007,group_2_conversion_rate_emov_7,0.0006445167115272189,24.88128110218835
AT,SKU_007,group_2_conversion_rate_mov_7,0.000426128258548321,16.121507425078512
AT,SKU_007,group_2_conversion_rate_emov_14,0.00027592540676095673,14.375965376412527
AT,SKU_007,group_2_conversion_rate_mov_14,0.00019351866384559059,9.864741345573334
AT,SKU_008,group_1_demand_emov_3,0.13953958990414841,-4.527506324770776
AT,SKU_008,group_1_demand_emov_7,0.08843424650398801,4.419514592629849
AT,SKU_008,group_2_add_to_carts_emov_7,0.0881619963613724,-0.21425664985841467
AT,SKU_008,group_2_add_to_carts_emov_3,0.08138124550238389,0.1349038107950034
AT,SKU_008,group_1_website_traffic_emov_3,0.08106080601154671,0.016260074511859707
AT,SKU_008,group_1_website_traffic_mov_3,0.0608372809476812,-0.012168810817438633
AT,SKU_008,group_1_demand_mov_3,0.057596914108817635,1.8555235170509747
AT,SKU_008,group_2_add_to_carts_emov_14,0.046663818394352394,0.1508462649029016
AT,SKU_008,group_1_demand_lag_1,0.04522612948074283,0.837178245835876
AT,SKU_008,group_1_website_traffic_lag_1,0.038869585957229356,-0.00427202070278812
AT,SKU_008,group_1_demand_lag_3,0.02999754829614386,-0.5551359781450093
AT,SKU_008,group_2_add_to_carts_lag_1,0.027234871121894395,-0.02567636599027801
AT,SKU_008,group_1_website_traffic_lag_3,0.026783410323252783,0.0029451204734673962
AT,SKU_008,conversion_rate,0.023763188135604803,585.9484355970707
AT,SKU_008,website_traffic,0.01835849094894955,0.0020159082901576265
AT,SKU_008,group_2_add_to_carts_mov_3,0.01669957170342708,-0.028229924565924276
AT,SKU_008,group_1_demand_mov_7,0.015343294221998517,-0.7979801843364298
AT,SKU_008,group_1_demand_emov_28,0.014350254481681589,-1.3251774170175654
AT,SKU_008,group_1_website_traffic_emov_14,0.009489783282230468,0.004743902464723601
